Acres,FamilyIncome,FamilyType,NumBedrooms,NumChildren,NumPeople,NumRooms,NumUnits,NumVehicles,NumWorkers,OwnRent,YearBuilt,HouseCosts,ElectricBill,FoodStamp,HeatingFuel,Insurance,Language,LogFamilyIncome,FamilyIncomeGreaterThanOrEqualTo150000
Sub 1,53900,Female Head,3,1,3,6,Single detached,2,1,Mortgage,Before 1939,510,160,Yes,Gas,720,English,10.89488576,FALSE
Sub 1,53900,Married,3,0,3,5,Single detached,1,1,Mortgage,1980-1989,1000,90,No,Gas,480,English,10.89488576,FALSE
Sub 1,53900,Married,3,2,4,5,Single detached,2,2,Mortgage,1950-1959,770,70,No,Gas,510,English,10.89488576,FALSE
Sub 1,54000,Female Head,2,2,3,4,Single attached,2,1,Rented,1960-1969,1300,150,No,Gas,0,English,10.89673933,FALSE
Sub 1,54000,Female Head,3,1,2,6,Single detached,1,1,Mortgage,1940-1949,600,60,No,Gas,600,English,10.89673933,FALSE
Sub 1,54000,Female Head,4,0,3,7,Single detached,1,1,Mortgage,1950-1959,400,180,No,Gas,400,English,10.89673933,FALSE
Sub 1,54000,Female Head,4,2,3,8,Single detached,2,1,Mortgage,2008,1900,230,No,Gas,550,English,10.89673933,FALSE
Sub 1,54000,Male Head,2,1,2,4,Single detached,2,1,Mortgage,1990-1999,980,40,No,Gas,970,English,10.89673933,FALSE
Sub 1,54000,Male Head,3,0,2,5,Single detached,2,2,Rented,1950-1959,1600,70,No,Gas,0,English,10.89673933,FALSE
Sub 1,54000,Male Head,3,2,5,4,Mobile home,2,1,Rented,1980-1989,530,200,Yes,Oil,0,English,10.89673933,FALSE
Sub 1,54000,Male Head,4,1,3,10,Single detached,3,1,Mortgage,1950-1959,2100,280,No,Oil,1500,English,10.89673933,FALSE
Sub 1,54000,Male Head,5,2,4,12,Single detached,1,1,Mortgage,Before 1939,1500,90,No,Oil,1200,English,10.89673933,FALSE
Sub 1,54000,Married,1,0,2,3,Single detached,1,1,Rented,1940-1949,800,40,No,Oil,0,Spanish,10.89673933,FALSE
Sub 1,54000,Married,2,0,2,6,Single detached,2,0,Mortgage,1950-1959,1400,150,No,Oil,1100,English,10.89673933,FALSE
Sub 1,54000,Married,2,0,3,5,Single attached,1,3,Mortgage,1940-1949,1400,60,No,Gas,840,Other European,10.89673933,FALSE
Sub 1,54000,Married,2,1,3,4,Single detached,2,1,Mortgage,1950-1959,770,80,No,Gas,300,English,10.89673933,FALSE
Sub 1,54000,Married,2,1,3,6,Single detached,2,2,Mortgage,Before 1939,1200,50,No,Oil,370,Other,10.89673933,FALSE
Sub 1,54000,Married,2,1,3,7,Single detached,2,2,Mortgage,1940-1949,2100,70,No,Oil,830,Asian Pacific,10.89673933,FALSE
Sub 1,54000,Married,3,0,2,5,Single detached,2,1,Rented,1950-1959,850,150,No,Gas,0,English,10.89673933,FALSE
Sub 1,54000,Married,3,0,2,6,Single attached,1,1,Mortgage,Before 1939,500,100,No,Gas,1000,Other,10.89673933,FALSE
Sub 1,54000,Married,3,0,2,6,Single detached,2,2,Rented,1950-1959,800,70,No,Gas,0,English,10.89673933,FALSE
Sub 1,54000,Married,3,0,2,9,Single detached,2,2,Mortgage,1970-1979,800,200,No,Gas,750,English,10.89673933,FALSE
Sub 1,54000,Married,3,0,5,6,Single attached,1,1,Mortgage,Before 1939,410,350,Yes,Gas,100,Spanish,10.89673933,FALSE
Sub 1,54000,Married,3,1,3,5,Single detached,2,2,Mortgage,1950-1959,1100,270,No,Gas,500,English,10.89673933,FALSE
Sub 1,54000,Married,3,1,3,6,Single detached,2,1,Mortgage,1950-1959,450,60,No,Gas,0,Asian Pacific,10.89673933,FALSE
Sub 1,54000,Married,3,1,3,7,Single detached,2,2,Rented,1960-1969,600,120,No,Gas,0,English,10.89673933,FALSE
Sub 1,54000,Married,3,1,3,8,Single detached,2,2,Mortgage,Before 1939,750,70,No,Gas,900,English,10.89673933,FALSE
Sub 1,54000,Married,3,2,4,6,Single detached,2,2,Mortgage,Before 1939,400,120,No,Gas,0,English,10.89673933,FALSE
Sub 1,54000,Married,3,3,5,5,Single detached,1,1,Mortgage,1940-1949,2200,120,No,Gas,750,Asian Pacific,10.89673933,FALSE
Sub 1,54000,Married,3,3,5,6,Single detached,2,1,Mortgage,1950-1959,460,60,No,Gas,600,Spanish,10.89673933,FALSE
Sub 1,54000,Married,4,3,5,8,Single detached,2,2,Mortgage,1970-1979,1200,140,No,Gas,1500,English,10.89673933,FALSE
Sub 1,54000,Married,5,1,3,9,Single detached,3,2,Mortgage,Before 1939,860,150,No,Gas,700,Spanish,10.89673933,FALSE
Sub 1,54000,Married,5,3,5,8,Single detached,1,1,Rented,1970-1979,1900,250,Yes,Gas,0,Other European,10.89673933,FALSE
Sub 1,54000,Married,8,0,8,10,Single detached,4,3,Mortgage,Before 1939,4400,80,No,Oil,1500,Spanish,10.89673933,FALSE
Sub 1,54080,Married,2,0,2,4,Single attached,1,1,Mortgage,1950-1959,1500,100,No,Gas,920,Asian Pacific,10.89821971,FALSE
Sub 1,54100,Male Head,4,0,4,5,Single detached,4,2,Mortgage,1970-1979,650,240,No,Gas,1200,English,10.89858946,FALSE
Sub 1,54100,Married,1,0,5,4,Single attached,3,3,Rented,Before 1939,1500,140,No,Gas,0,Spanish,10.89858946,FALSE
Sub 1,54100,Married,3,0,2,5,Single detached,1,1,Rented,1950-1959,1700,150,No,Oil,0,English,10.89858946,FALSE
Sub 1,54100,Married,3,0,3,6,Single detached,2,2,Rented,Before 1939,1100,190,No,Gas,0,English,10.89858946,FALSE
Sub 1,54100,Married,3,2,4,6,Single detached,2,2,Rented,1950-1959,950,270,No,Gas,0,English,10.89858946,FALSE
Sub 1,54100,Married,4,0,2,9,Single detached,2,2,Mortgage,Before 1939,900,80,No,Gas,1500,English,10.89858946,FALSE
Sub 1,54120,Male Head,4,2,3,7,Single detached,1,1,Mortgage,1970-1979,1100,170,No,Gas,1700,English,10.89895908,FALSE
Sub 1,54120,Married,4,2,4,9,Single detached,2,2,Mortgage,1970-1979,160,100,No,Wood,500,English,10.89895908,FALSE
Sub 1,54200,Female Head,3,0,2,7,Single detached,2,2,Mortgage,1980-1989,2500,150,No,Oil,2600,English,10.90043619,FALSE
Sub 1,54200,Female Head,3,0,5,6,Single detached,2,2,Rented,Before 1939,830,200,No,Gas,0,Spanish,10.90043619,FALSE
Sub 1,54200,Married,3,0,2,6,Single detached,1,2,Mortgage,Before 1939,780,50,No,Gas,350,English,10.90043619,FALSE
Sub 1,54200,Married,3,0,2,7,Single detached,2,1,Mortgage,1950-1959,1000,40,No,Gas,500,English,10.90043619,FALSE
Sub 1,54200,Married,3,2,4,10,Single detached,2,2,Mortgage,1960-1969,950,90,No,Coal,550,English,10.90043619,FALSE
Sub 1,54200,Married,3,3,5,4,Single detached,2,2,Mortgage,1980-1989,960,110,No,Gas,410,English,10.90043619,FALSE
Sub 1,54300,Female Head,3,0,2,9,Single detached,1,2,Mortgage,1950-1959,1400,100,No,Oil,600,English,10.90227951,FALSE
Sub 1,54300,Male Head,4,0,5,10,Single attached,0,2,Mortgage,Before 1939,800,250,Yes,Gas,1800,English,10.90227951,FALSE
Sub 1,54300,Married,3,4,6,6,Single detached,2,2,Mortgage,1940-1949,1800,250,No,Gas,740,English,10.90227951,FALSE
Sub 1,54310,Female Head,2,0,2,4,Single attached,0,1,Rented,1960-1969,900,150,No,Gas,0,English,10.90246365,FALSE
Sub 1,54400,Male Head,3,0,3,7,Single detached,3,2,Mortgage,1960-1969,2500,80,No,Gas,1500,Spanish,10.90411943,FALSE
Sub 1,54400,Married,2,0,2,4,Single detached,2,2,Mortgage,Before 1939,960,160,No,Gas,600,Spanish,10.90411943,FALSE
Sub 1,54400,Married,3,0,2,5,Single detached,2,1,Mortgage,1960-1969,390,100,No,Gas,590,English,10.90411943,FALSE
Sub 1,54400,Married,3,0,2,6,Single detached,2,1,Rented,1960-1969,1000,60,No,Gas,0,English,10.90411943,FALSE
Sub 1,54400,Married,3,0,3,9,Single detached,3,2,Mortgage,1970-1979,1700,110,No,Gas,1400,Other European,10.90411943,FALSE
Sub 1,54400,Married,4,0,3,7,Single detached,2,3,Rented,1940-1949,1100,500,No,Gas,0,Spanish,10.90411943,FALSE
Sub 1,54500,Female Head,1,0,2,2,Single attached,0,1,Rented,1960-1969,500,1,Yes,Gas,0,English,10.90595598,FALSE
Sub 1,54500,Married,1,0,2,2,Single detached,2,2,Mortgage,1940-1949,2300,80,No,Oil,1000,English,10.90595598,FALSE
Sub 1,54500,Married,2,0,3,4,Single detached,2,2,Rented,1950-1959,1300,90,No,Oil,0,English,10.90595598,FALSE
Sub 1,54500,Married,2,1,3,4,Single attached,2,2,Mortgage,1970-1979,710,100,No,Gas,300,English,10.90595598,FALSE
Sub 1,54500,Married,2,1,3,6,Single detached,2,2,Mortgage,Before 1939,430,60,No,Oil,460,English,10.90595598,FALSE
Sub 1,54500,Married,3,0,2,5,Single detached,2,2,Rented,Before 1939,800,310,No,Wood,0,English,10.90595598,FALSE
Sub 1,54500,Married,3,0,2,6,Single detached,1,1,Mortgage,Before 1939,1300,60,No,Gas,1200,Spanish,10.90595598,FALSE
Sub 1,54500,Married,3,0,3,7,Single detached,2,3,Mortgage,1940-1949,360,180,No,Gas,360,Other European,10.90595598,FALSE
Sub 1,54500,Married,3,1,3,7,Single detached,2,2,Rented,1960-1969,900,140,No,Oil,0,English,10.90595598,FALSE
Sub 1,54500,Married,4,2,5,9,Single detached,2,1,Rented,1960-1969,800,300,Yes,Gas,0,Other European,10.90595598,FALSE
Sub 1,54500,Married,5,2,6,10,Single detached,2,2,Mortgage,Before 1939,690,250,Yes,Electricity,620,English,10.90595598,FALSE
Sub 1,54540,Married,3,0,2,6,Single detached,2,1,Mortgage,1950-1959,410,50,No,Gas,110,English,10.90668966,FALSE
Sub 1,54600,Female Head,1,0,2,5,Single detached,2,2,Rented,Before 1939,850,100,No,Gas,0,English,10.90778916,FALSE
Sub 1,54600,Female Head,3,1,5,6,Single detached,1,2,Mortgage,1960-1969,1800,200,Yes,Gas,800,English,10.90778916,FALSE
Sub 1,54600,Male Head,4,0,3,7,Single detached,3,2,Mortgage,Before 1939,640,80,No,Gas,650,English,10.90778916,FALSE
Sub 1,54600,Married,3,0,2,5,Single detached,2,1,Mortgage,1950-1959,500,50,No,Gas,310,English,10.90778916,FALSE
Sub 1,54600,Married,3,0,2,5,Single detached,2,2,Mortgage,1950-1959,2100,150,No,Oil,1200,English,10.90778916,FALSE
Sub 1,54600,Married,3,0,2,6,Single detached,0,1,Mortgage,Before 1939,1600,170,No,Gas,800,Spanish,10.90778916,FALSE
Sub 1,54600,Married,3,0,4,7,Single detached,2,3,Mortgage,1950-1959,770,100,No,Gas,520,English,10.90778916,FALSE
Sub 1,54600,Married,3,3,5,7,Single detached,2,2,Mortgage,1990-1999,1100,120,No,Electricity,500,English,10.90778916,FALSE
Sub 1,54650,Female Head,4,3,4,7,Single detached,2,2,Mortgage,1940-1949,260,170,No,Oil,650,English,10.90870449,FALSE
Sub 1,54650,Married,4,0,4,7,Single attached,2,0,Mortgage,1980-1989,1400,190,No,Gas,1000,Spanish,10.90870449,FALSE
Sub 1,54700,Female Head,4,0,5,7,Single detached,1,0,Mortgage,Before 1939,3200,360,Yes,Oil,1800,English,10.90961899,FALSE
Sub 1,54700,Male Head,2,0,2,4,Single detached,2,2,Mortgage,1960-1969,1100,200,No,Gas,350,English,10.90961899,FALSE
Sub 1,54700,Married,3,0,2,5,Single detached,4,0,Mortgage,1960-1969,1200,200,No,Wood,500,English,10.90961899,FALSE
Sub 1,54700,Married,3,1,3,5,Single detached,2,2,Mortgage,1960-1969,2200,580,No,Oil,1500,English,10.90961899,FALSE
Sub 1,54700,Married,5,2,5,8,Single detached,2,1,Mortgage,1960-1969,2600,280,Yes,Oil,800,Spanish,10.90961899,FALSE
Sub 1,54800,Married,2,0,2,4,Single detached,2,2,Mortgage,Before 1939,730,80,No,Gas,400,English,10.91144547,FALSE
Sub 1,54800,Married,3,0,2,5,Single detached,2,0,Mortgage,1960-1969,790,110,No,Oil,390,English,10.91144547,FALSE
Sub 1,54800,Married,3,0,2,5,Single detached,2,2,Mortgage,1970-1979,2100,170,No,Gas,1800,Other European,10.91144547,FALSE
Sub 1,54800,Married,4,3,5,6,Single detached,2,2,Mortgage,2000-2004,2300,320,No,Oil,900,Spanish,10.91144547,FALSE
Sub 1,54900,Male Head,4,0,2,7,Single detached,2,1,Mortgage,Before 1939,2200,130,Yes,Gas,950,English,10.91326863,FALSE
Sub 1,54900,Married,3,0,2,5,Single detached,2,0,Mortgage,1960-1969,860,60,No,Gas,740,English,10.91326863,FALSE
Sub 1,54900,Married,3,0,2,5,Single detached,3,2,Mortgage,1960-1969,1600,230,No,Oil,900,English,10.91326863,FALSE
Sub 1,54900,Married,3,0,2,6,Single detached,2,2,Mortgage,Before 1939,190,180,No,Gas,530,English,10.91326863,FALSE
Sub 1,54900,Married,3,0,2,6,Single detached,3,2,Mortgage,1950-1959,820,70,No,Gas,520,English,10.91326863,FALSE
Sub 1,54900,Married,3,0,2,7,Single detached,2,1,Mortgage,1950-1959,1600,150,No,Oil,1200,English,10.91326863,FALSE
Sub 1,54920,Married,3,0,2,8,Single detached,2,0,Mortgage,1950-1959,280,80,No,Oil,2500,English,10.91363286,FALSE
Sub 1,55000,Female Head,2,1,2,4,Single attached,1,1,Rented,1980-1989,1200,100,No,Oil,0,Spanish,10.91508846,FALSE
Sub 1,55000,Female Head,3,0,2,5,Single detached,1,1,Mortgage,1940-1949,1400,90,No,Gas,1000,Other European,10.91508846,FALSE
Sub 1,55000,Female Head,3,0,2,6,Single detached,2,2,Mortgage,1960-1969,1100,190,No,Oil,2000,English,10.91508846,FALSE
Sub 1,55000,Female Head,3,0,4,6,Single detached,2,3,Mortgage,1960-1969,300,4,No,Gas,280,English,10.91508846,FALSE
Sub 1,55000,Female Head,3,1,2,8,Single attached,1,1,Mortgage,1950-1959,1500,150,No,Gas,1100,English,10.91508846,FALSE
Sub 1,55000,Female Head,3,1,3,4,Single detached,1,1,Rented,Before 1939,450,200,Yes,Gas,0,English,10.91508846,FALSE
Sub 1,55000,Female Head,3,1,3,7,Single detached,1,2,Mortgage,Before 1939,2600,300,No,Gas,1200,English,10.91508846,FALSE
Sub 1,55000,Female Head,3,2,3,6,Single attached,1,1,Mortgage,1980-1989,1100,140,No,Gas,960,English,10.91508846,FALSE
Sub 1,55000,Female Head,3,2,6,6,Single detached,2,2,Mortgage,1960-1969,1300,150,No,Gas,700,English,10.91508846,FALSE
Sub 1,55000,Female Head,4,0,2,8,Single detached,3,2,Mortgage,Before 1939,150,200,No,Gas,600,Spanish,10.91508846,FALSE
Sub 1,55000,Female Head,4,0,2,11,Single detached,1,1,Mortgage,1990-1999,1900,180,No,Oil,1600,English,10.91508846,FALSE
Sub 1,55000,Female Head,4,4,10,7,Single detached,2,2,Rented,1940-1949,900,390,Yes,Oil,0,English,10.91508846,FALSE
Sub 1,55000,Female Head,5,0,4,8,Single attached,3,1,Mortgage,2007,2900,150,No,Gas,410,Spanish,10.91508846,FALSE
Sub 1,55000,Male Head,3,0,2,9,Single detached,2,1,Mortgage,1990-1999,920,60,No,Gas,700,English,10.91508846,FALSE
Sub 1,55000,Male Head,3,0,3,5,Single detached,2,1,Rented,1950-1959,1600,150,No,Gas,0,English,10.91508846,FALSE
Sub 1,55000,Male Head,3,1,3,4,Mobile home,2,1,Rented,1990-1999,620,430,No,Gas,0,English,10.91508846,FALSE
Sub 1,55000,Male Head,3,2,3,6,Single detached,1,1,Mortgage,1940-1949,1700,100,No,Gas,1300,English,10.91508846,FALSE
Sub 1,55000,Male Head,3,3,4,6,Single detached,1,1,Mortgage,1950-1959,530,60,No,Gas,500,English,10.91508846,FALSE
Sub 1,55000,Male Head,4,2,3,7,Single detached,1,1,Mortgage,1940-1949,650,100,No,Oil,500,English,10.91508846,FALSE
Sub 1,55000,Married,1,0,2,3,Single detached,2,1,Mortgage,1980-1989,3200,250,No,Oil,0,English,10.91508846,FALSE
Sub 1,55000,Married,1,0,2,6,Single detached,2,2,Mortgage,1990-1999,790,150,No,Gas,500,English,10.91508846,FALSE
Sub 1,55000,Married,2,0,2,5,Mobile home,1,1,Rented,1970-1979,340,80,No,Gas,0,English,10.91508846,FALSE
Sub 1,55000,Married,2,0,2,5,Single detached,2,2,Rented,1940-1949,1300,110,No,Oil,0,Other European,10.91508846,FALSE
Sub 1,55000,Married,2,0,2,7,Single detached,2,2,Mortgage,Before 1939,800,50,No,Gas,600,English,10.91508846,FALSE
Sub 1,55000,Married,2,0,2,8,Single detached,2,2,Mortgage,1950-1959,930,200,No,Gas,200,English,10.91508846,FALSE
Sub 1,55000,Married,2,0,2,11,Single detached,2,2,Mortgage,Before 1939,500,140,No,Oil,650,English,10.91508846,FALSE
Sub 1,55000,Married,2,1,3,3,Single attached,1,2,Rented,1960-1969,700,30,No,Gas,0,Other European,10.91508846,FALSE
Sub 1,55000,Married,2,1,3,3,Single attached,2,2,Rented,1990-1999,1600,80,No,Oil,0,English,10.91508846,FALSE
Sub 1,55000,Married,2,1,3,4,Single attached,2,2,Mortgage,1980-1989,1930,80,No,Gas,250,Other European,10.91508846,FALSE
Sub 1,55000,Married,2,1,3,6,Single detached,2,2,Mortgage,Before 1939,850,80,No,Oil,600,English,10.91508846,FALSE
Sub 1,55000,Married,2,1,3,7,Single detached,2,2,Rented,1960-1969,2100,130,No,Gas,0,English,10.91508846,FALSE
Sub 1,55000,Married,2,1,4,4,Single detached,1,2,Mortgage,Before 1939,3800,160,No,Gas,700,English,10.91508846,FALSE
Sub 1,55000,Married,2,1,4,5,Single detached,3,1,Mortgage,1950-1959,830,80,No,Gas,600,English,10.91508846,FALSE
Sub 1,55000,Married,2,2,4,6,Single detached,2,1,Mortgage,1950-1959,2200,140,No,Gas,1500,Other European,10.91508846,FALSE
Sub 1,55000,Married,2,2,4,7,Single detached,2,1,Mortgage,Before 1939,1100,140,No,Gas,600,Spanish,10.91508846,FALSE
Sub 1,55000,Married,3,0,2,5,Single detached,2,1,Mortgage,1990-1999,400,120,No,Oil,700,English,10.91508846,FALSE
Sub 1,55000,Married,3,0,2,5,Single detached,2,1,Mortgage,1960-1969,950,200,No,Gas,750,Other European,10.91508846,FALSE
Sub 1,55000,Married,3,0,2,6,Single detached,2,2,Mortgage,1960-1969,460,70,No,Gas,1200,English,10.91508846,FALSE
Sub 1,55000,Married,3,0,2,7,Single detached,2,1,Mortgage,1960-1969,400,70,No,Gas,450,English,10.91508846,FALSE
Sub 1,55000,Married,3,0,4,5,Single detached,2,2,Mortgage,1940-1949,1900,530,No,Gas,1700,Spanish,10.91508846,FALSE
Sub 1,55000,Married,3,0,4,6,Single detached,4,2,Mortgage,Before 1939,610,400,No,Gas,2000,English,10.91508846,FALSE
Sub 1,55000,Married,3,0,5,8,Mobile home,3,3,Mortgage,1990-1999,460,250,No,Gas,700,English,10.91508846,FALSE
Sub 1,55000,Married,3,1,3,5,Single detached,1,2,Mortgage,1960-1969,6500,100,No,Gas,1000,Other European,10.91508846,FALSE
Sub 1,55000,Married,3,1,3,6,Single detached,2,2,Mortgage,2000-2004,1700,200,No,Gas,300,English,10.91508846,FALSE
Sub 1,55000,Married,3,1,3,7,Single detached,2,2,Mortgage,2006,660,110,No,Gas,450,Other European,10.91508846,FALSE
Sub 1,55000,Married,3,1,3,8,Single detached,1,2,Mortgage,Before 1939,850,100,No,Gas,590,English,10.91508846,FALSE
Sub 1,55000,Married,3,1,3,8,Single detached,2,2,Mortgage,Before 1939,590,180,No,Gas,350,English,10.91508846,FALSE
Sub 1,55000,Married,3,2,4,4,Mobile home,2,2,Mortgage,2005,600,70,No,Gas,760,English,10.91508846,FALSE
Sub 1,55000,Married,3,2,4,6,Single detached,2,2,Mortgage,Before 1939,2000,40,No,Gas,1000,English,10.91508846,FALSE
Sub 1,55000,Married,3,2,4,7,Single detached,2,1,Mortgage,1990-1999,2500,240,No,Oil,1500,English,10.91508846,FALSE
Sub 1,55000,Married,3,2,4,7,Single detached,2,2,Mortgage,Before 1939,3000,400,No,Gas,3000,Other European,10.91508846,FALSE
Sub 1,55000,Married,3,2,4,9,Single detached,3,2,Mortgage,1960-1969,930,150,No,Oil,800,English,10.91508846,FALSE
Sub 1,55000,Married,3,3,5,6,Single detached,2,1,Mortgage,1960-1969,1000,170,No,Gas,1200,English,10.91508846,FALSE
Sub 1,55000,Married,3,3,5,6,Single detached,2,2,Mortgage,1960-1969,900,150,No,Electricity,400,English,10.91508846,FALSE
Sub 1,55000,Married,3,3,5,7,Single detached,2,1,Mortgage,Before 1939,230,130,No,Gas,400,English,10.91508846,FALSE
Sub 1,55000,Married,3,3,5,8,Single detached,2,2,Mortgage,1960-1969,1400,150,No,Electricity,300,English,10.91508846,FALSE
Sub 1,55000,Married,4,0,2,5,Single detached,3,2,Mortgage,1990-1999,450,230,No,Oil,470,English,10.91508846,FALSE
Sub 1,55000,Married,4,0,2,7,Single detached,1,0,Mortgage,Before 1939,700,80,No,Oil,400,English,10.91508846,FALSE
Sub 1,55000,Married,4,0,2,8,Single detached,1,0,Mortgage,Before 1939,880,110,No,Gas,700,English,10.91508846,FALSE
Sub 1,55000,Married,4,0,2,9,Single detached,2,2,Mortgage,1960-1969,2800,80,No,Gas,1200,English,10.91508846,FALSE
Sub 1,55000,Married,4,0,2,21,Single detached,2,2,Mortgage,1980-1989,1000,200,No,Gas,950,English,10.91508846,FALSE
Sub 1,55000,Married,4,1,3,6,Single detached,2,2,Mortgage,Before 1939,910,150,No,Gas,400,English,10.91508846,FALSE
Sub 1,55000,Married,4,2,4,6,Single detached,2,2,Rented,1950-1959,1000,390,No,Gas,0,English,10.91508846,FALSE
Sub 1,55000,Married,4,2,4,6,Single detached,3,2,Mortgage,1940-1949,2700,300,No,Oil,600,English,10.91508846,FALSE
Sub 1,55000,Married,4,3,5,8,Single detached,2,1,Rented,Before 1939,1400,90,No,Gas,0,English,10.91508846,FALSE
Sub 1,55000,Married,5,0,2,9,Single detached,2,2,Mortgage,1960-1969,2300,110,No,Gas,370,English,10.91508846,FALSE
Sub 1,55000,Married,5,1,3,9,Single detached,2,2,Mortgage,Before 1939,1100,80,No,Gas,500,English,10.91508846,FALSE
Sub 1,55000,Married,5,10,15,7,Single attached,1,3,Mortgage,Before 1939,2800,450,Yes,Gas,1800,Other European,10.91508846,FALSE
Sub 1,55004,Female Head,3,2,3,5,Single detached,0,1,Mortgage,Before 1939,1800,160,No,Gas,890,Spanish,10.91516119,FALSE
Sub 1,55004,Married,2,0,2,5,Single detached,2,2,Mortgage,1970-1979,1700,180,No,Oil,1800,English,10.91516119,FALSE
Sub 1,55100,Female Head,5,0,3,10,Single detached,2,1,Mortgage,1980-1989,2200,500,No,Gas,2000,English,10.916905,FALSE
Sub 1,55100,Male Head,8,1,5,11,Single detached,0,3,Mortgage,Before 1939,3000,400,Yes,Gas,1700,English,10.916905,FALSE
Sub 1,55100,Married,2,0,2,6,Single detached,1,2,Mortgage,1960-1969,910,200,No,Electricity,400,English,10.916905,FALSE
Sub 1,55100,Married,3,0,2,7,Single detached,2,2,Mortgage,1950-1959,110,60,No,Coal,230,English,10.916905,FALSE
Sub 1,55100,Married,4,0,3,6,Single detached,4,2,Mortgage,1950-1959,350,190,No,Wood,760,English,10.916905,FALSE
Sub 1,55100,Married,4,4,6,7,Single detached,1,2,Mortgage,1960-1969,1800,400,Yes,Gas,1800,English,10.916905,FALSE
Sub 1,55190,Married,3,0,3,6,Single attached,1,1,Mortgage,1980-1989,1300,100,No,Gas,0,English,10.91853706,FALSE
Sub 1,55200,Female Head,3,0,3,5,Single detached,3,3,Rented,Before 1939,1400,100,Yes,Oil,0,English,10.91871823,FALSE
Sub 1,55200,Female Head,3,0,3,6,Single detached,1,0,Mortgage,1960-1969,1900,160,Yes,Gas,2000,English,10.91871823,FALSE
Sub 1,55200,Married,2,0,4,6,Single detached,1,1,Mortgage,Before 1939,180,140,No,Gas,0,English,10.91871823,FALSE
Sub 1,55200,Married,3,0,2,6,Single detached,2,0,Mortgage,1960-1969,1800,120,No,Oil,780,English,10.91871823,FALSE
Sub 1,55200,Married,3,0,2,8,Single detached,3,2,Mortgage,Before 1939,770,130,No,Gas,800,English,10.91871823,FALSE
Sub 1,55200,Married,3,0,3,10,Mobile home,2,1,Mortgage,2007,410,110,No,Gas,450,English,10.91871823,FALSE
Sub 1,55200,Married,3,2,5,7,Single detached,2,2,Mortgage,1990-1999,600,110,No,Gas,550,English,10.91871823,FALSE
Sub 1,55200,Married,3,3,5,6,Single detached,2,2,Rented,Before 1939,740,120,No,Gas,0,English,10.91871823,FALSE
Sub 1,55300,Female Head,3,0,2,5,Single detached,2,2,Mortgage,1970-1979,740,150,No,Oil,500,English,10.92052819,FALSE
Sub 1,55300,Female Head,3,0,3,7,Single detached,3,2,Mortgage,Before 1939,1200,120,No,Gas,850,English,10.92052819,FALSE
Sub 1,55300,Female Head,3,1,2,7,Single detached,1,1,Mortgage,1950-1959,620,100,No,Gas,530,English,10.92052819,FALSE
Sub 1,55300,Married,2,0,5,4,Single detached,0,0,Mortgage,1950-1959,1500,300,No,Gas,500,Spanish,10.92052819,FALSE
Sub 1,55300,Married,3,8,10,6,Single attached,1,2,Mortgage,1990-1999,2700,450,No,Gas,1800,Other,10.92052819,FALSE
Sub 1,55300,Married,4,0,2,7,Single detached,1,0,Mortgage,Before 1939,350,130,No,Gas,2400,English,10.92052819,FALSE
Sub 1,55300,Married,4,0,7,5,Single attached,3,3,Mortgage,1940-1949,300,120,No,Gas,1700,Asian Pacific,10.92052819,FALSE
Sub 1,55340,Married,3,0,2,6,Single detached,2,2,Mortgage,1960-1969,600,280,No,Gas,560,English,10.92125125,FALSE
Sub 1,55350,Female Head,3,1,3,5,Single detached,3,3,Mortgage,1970-1979,750,130,No,Gas,100,English,10.92143194,FALSE
Sub 1,55364,Married,4,6,8,7,Single detached,2,1,Mortgage,1990-1999,1500,90,No,Gas,580,English,10.92168484,FALSE
Sub 1,55380,Married,3,0,3,7,Mobile home,3,3,Mortgage,1960-1969,150,200,No,Oil,0,English,10.9219738,FALSE
Sub 1,55400,Female Head,3,0,4,6,Single attached,1,3,Rented,1980-1989,550,60,No,Gas,0,English,10.92233487,FALSE
Sub 1,55400,Female Head,4,2,4,8,Single detached,1,1,Mortgage,Before 1939,1200,140,Yes,Gas,400,English,10.92233487,FALSE
Sub 1,55400,Married,3,0,2,5,Single detached,2,2,Mortgage,1980-1989,850,100,No,Gas,1800,English,10.92233487,FALSE
Sub 1,55400,Married,3,0,4,7,Single detached,3,3,Mortgage,1940-1949,410,80,No,Gas,160,English,10.92233487,FALSE
Sub 1,55400,Married,3,1,5,8,Single attached,3,3,Mortgage,Before 1939,2000,100,Yes,Gas,1500,Spanish,10.92233487,FALSE
Sub 1,55400,Married,3,2,4,9,Single detached,2,2,Mortgage,1950-1959,560,200,No,Oil,960,English,10.92233487,FALSE
Sub 1,55400,Married,3,3,6,8,Single detached,2,3,Mortgage,1990-1999,1100,110,No,Gas,780,English,10.92233487,FALSE
Sub 1,55400,Married,4,0,2,10,Single detached,2,2,Mortgage,Before 1939,580,10,No,Gas,800,English,10.92233487,FALSE
Sub 1,55400,Married,4,1,3,6,Single detached,2,2,Mortgage,1960-1969,840,150,No,Gas,420,English,10.92233487,FALSE
Sub 1,55400,Married,5,0,5,7,Single detached,2,2,Mortgage,Before 1939,2100,370,Yes,Gas,3000,English,10.92233487,FALSE
Sub 1,55410,Female Head,2,0,2,6,Single detached,1,1,Rented,Before 1939,2300,100,No,Oil,0,English,10.92251536,FALSE
